OBJECTID,ADDRTYPE,LOCATION,SEVERITYCODE,SEVERITYDESC,COLLISIONTYPE,PERSONCOUNT,PEDCOUNT,PEDCYLCOUNT,VEHCOUNT,INJURIES,SERIOUSINJURIES,FATALITIES,INCDATE,UNDERINFL,WEATHER,ROADCOND,LIGHTCOND,SPEEDING,HITPARKEDCAR
216083,Block,1ST AVE S BETWEEN S ROYAL BROUGHAM WAY AND S ATLANTIC ST,2,Injury Collision,Angles,4,0,0,3,1,0,0,2020/07/03 00:00:00+00,N,Clear,Dry,Daylight,NA,N
216085,Block,22ND AVE NE BETWEEN NE 52ND ST AND 22ND WR AVE NE,2,Injury Collision,Left Turn,2,0,0,2,1,0,0,2020/10/11 00:00:00+00,N,Raining,Wet,Daylight,NA,N
216086,Block,ALKI AVE SW BETWEEN SW ARKANSAS ST AND SW HAMPSHIRE ST,0,Unknown,NA,0,0,0,0,0,0,0,2020/08/03 00:00:00+00,NA,NA,NA,NA,NA,Y
216087,Block,M L KING JR ER WAY S BETWEEN S ANDOVER ST AND S DAKOTA ST,2,Injury Collision,Rear Ended,2,0,0,2,2,0,0,2020/10/02 00:00:00+00,N,Clear,Dry,Dusk,Y,N
216089,Block,EAST MARGINAL WAY S BETWEEN ELLIS AVE S AND S WEBSTER ST,2,Injury Collision,Rear Ended,3,0,0,3,1,0,0,2020/08/20 00:00:00+00,N,Clear,Dry,Daylight,NA,N
216092,Block,4TH AVE S BETWEEN S FRONT ST AND S MICHIGAN ST,2,Injury Collision,Angles,2,0,0,2,2,0,0,2020/06/24 00:00:00+00,N,Clear,Dry,Daylight,NA,N
216094,Block,M L KING JR ER WAY S BETWEEN S WALDEN ST AND RENTON N AVE S,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,2020/09/18 00:00:00+00,N,Clear,Dry,Daylight,NA,N
216095,Block,AURORA AVE N BETWEEN N 107TH N ST AND N 109TH ST,2,Injury Collision,Rear Ended,3,0,0,2,2,0,0,2020/07/29 00:00:00+00,N,Clear,Dry,Daylight,NA,N
216097,Block,RAINIER AVE S BETWEEN S LUCILE ST AND S FINDLAY ST,2,Injury Collision,Sideswipe,2,0,0,2,1,0,0,2020/04/30 00:00:00+00,N,Clear,Dry,Daylight,NA,N
216099,Intersection,19TH AVE NE AND NE 75TH ST,2,Injury Collision,NA,2,0,0,0,1,0,0,2020/09/03 00:00:00+00,NA,NA,NA,NA,NA,N
216101,Block,NE PACIFIC ST BETWEEN 4TH AVE NE AND NE 40TH ST,1,Property Damage Only Collision,NA,2,0,0,0,0,0,0,2020/10/08 00:00:00+00,NA,NA,NA,NA,NA,N
216106,Block,54TH AVE S BETWEEN S FLETCHER ST AND S ROXBURY E ST,0,Unknown,NA,0,0,0,0,0,0,0,2020/08/17 00:00:00+00,NA,NA,NA,NA,NA,Y
216108,Intersection,AURORA AVE N AND N 140TH ST,2,Injury Collision,Rear Ended,5,0,0,2,4,0,0,2020/06/26 00:00:00+00,N,Overcast,Dry,Daylight,NA,N
216109,Intersection,26TH AVE NE AND NE 54TH ST,0,Unknown,NA,2,0,0,0,0,0,0,2020/09/11 00:00:00+00,NA,NA,NA,NA,NA,Y
216110,Block,RAINIER AVE S BETWEEN S GENESEE S ST AND S OREGON ST,2,Injury Collision,Angles,2,0,0,2,1,0,0,2020/06/24 00:00:00+00,N,Clear,Dry,Daylight,NA,N
216112,Intersection,15TH AVE S AND S ANGELINE ST,1,Property Damage Only Collision,Rear Ended,3,0,0,3,0,0,0,2020/09/02 00:00:00+00,N,Clear,Dry,Daylight,NA,N
216115,Block,31ST PL NE BETWEEN NE 118TH ST AND NE 120TH ST,1,Property Damage Only Collision,NA,1,0,0,0,0,0,0,2020/08/19 00:00:00+00,NA,NA,NA,NA,NA,N
216119,Block,LINCOLN PARK WAY SW BETWEEN 48TH AVE SW AND MURRAY AVE SW,1,Property Damage Only Collision,NA,2,0,0,0,0,0,0,2020/07/16 00:00:00+00,NA,NA,NA,NA,NA,Y
216121,Intersection,22ND AVE S AND S MCCLELLAN ST,1,Property Damage Only Collision,Angles,3,0,0,2,0,0,0,2020/06/16 00:00:00+00,N,Clear,Dry,Daylight,NA,N
216123,Block,31ST AVE NE BETWEEN NE 123RD ST AND LAKE CITY WAY NE,2,Injury Collision,Parked Car,3,0,0,3,1,0,0,2020/02/25 00:00:00+00,N,Overcast,Dry,Dark - Street Lights On,NA,Y
216127,Block,16TH AVE SW BETWEEN SW SULLIVAN ST AND SW CLOVERDALE ST,1,Property Damage Only Collision,Parked Car,3,0,0,2,0,0,0,2020/07/20 00:00:00+00,N,Clear,Dry,Dark - Street Lights On,NA,Y
216130,Block,WOODLAWN AVE N BETWEEN N 36TH ST AND N 37TH ST,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2020/07/15 00:00:00+00,N,Clear,Dry,Daylight,NA,N
216132,Block,RENTON AVE S BETWEEN S ROSE CT AND S ROSE N ST,2,Injury Collision,NA,2,0,0,0,2,0,0,2020/05/13 00:00:00+00,NA,NA,NA,NA,NA,N
216133,Block,1ST AVE BETWEEN LENORA ST AND BLANCHARD ST,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2020/06/18 00:00:00+00,N,Clear,Dry,Dark - Street Lights On,NA,Y
216134,Block,12TH AVE S BETWEEN S JACKSON ST AND S KING ST,2,Injury Collision,Rear Ended,2,0,0,2,1,0,0,2020/09/09 00:00:00+00,N,Clear,Dry,Daylight,NA,N
216136,Intersection,BOREN AVE AND MARION ST,2,Injury Collision,Angles,2,0,0,2,2,0,0,2020/10/03 00:00:00+00,N,Clear,Dry,Daylight,NA,N
216138,Block,DELRIDGE WAY SW BETWEEN SW GENESEE ST AND SW OREGON ST,1,Property Damage Only Collision,Other,1,0,0,1,0,0,0,2020/06/29 00:00:00+00,N,Clear,Dry,Daylight,NA,N
216142,Block,CALIFORNIA AVE SW BETWEEN SW ROSE ST AND SW THISTLE ST,1,Property Damage Only Collision,Other,1,0,0,1,0,0,0,2020/06/28 00:00:00+00,N,Other,Dry,Dark - Unknown Lighting,NA,N
216143,Block,STONE WAY N BETWEEN N 46TH ST AND N 47TH ST,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,2020/09/30 00:00:00+00,N,Overcast,Dry,Daylight,NA,N
216144,Intersection,2ND AVE AND DENNY WAY,2,Injury Collision,Angles,2,0,0,2,2,0,0,2020/06/15 00:00:00+00,N,Clear,Dry,Daylight,NA,N
216146,Block,M L KING JR ER WAY S BETWEEN CITY LIMITS AND S RYAN WAY,2,Injury Collision,Rear Ended,3,0,0,2,1,0,0,2020/09/11 00:00:00+00,N,Fog/Smog/Smoke,Dry,Daylight,NA,N
216148,Intersection,LEARY WAY NW AND NW 46TH ST,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,2020/05/26 00:00:00+00,N,Clear,Dry,Daylight,NA,N
216150,Block,7TH AVE BETWEEN MADISON ST AND SPRING ST,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,2020/09/23 00:00:00+00,N,Raining,Wet,Daylight,NA,N
216155,Intersection,MERIDIAN AVE N AND N NORTHGATE WAY,1,Property Damage Only Collision,Other,1,0,0,1,0,0,0,2020/05/15 00:00:00+00,N,Clear,Dry,Daylight,NA,N
216157,Block,N 45TH ST BETWEEN SUNNYSIDE AVE N AND EASTERN AVE N,1,Property Damage Only Collision,Rear Ended,6,0,0,2,0,0,0,2020/10/13 00:00:00+00,N,Clear,Dry,Daylight,NA,N
216158,Intersection,14TH AVE AND E YESLER WAY,1,Property Damage Only Collision,NA,2,0,0,0,0,0,0,2020/08/23 00:00:00+00,NA,NA,NA,NA,NA,N
216162,Block,SEAVIEW AVE NW BETWEEN NW 75TH ST AND SEAVIEW PL NW,1,Property Damage Only Collision,NA,1,0,0,0,0,0,0,2020/08/15 00:00:00+00,NA,NA,NA,NA,NA,Y
216166,Block,9TH AVE SW BETWEEN HIGHLAND PARK WAY SW AND SW ELMGROVE ST,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2020/07/14 00:00:00+00,N,Clear,Dry,Daylight,NA,N
216168,Block,1ST AVE S BETWEEN S ROYAL BROUGHAM WAY AND S ATLANTIC ST,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,2020/07/21 00:00:00+00,N,Clear,Dry,Daylight,NA,N
216170,Intersection,EVANSTON AVE N AND N 104TH ST,1,Property Damage Only Collision,Angles,4,0,0,2,0,0,0,2020/09/27 00:00:00+00,N,Clear,Dry,Daylight,NA,N
216175,Intersection,46TH AVE SW AND SW ANDOVER ST,2,Injury Collision,Angles,3,0,0,2,1,0,0,2020/08/03 00:00:00+00,N,Clear,Dry,Daylight,NA,N
216177,Block,SW ROXBURY ST BETWEEN 7TH W AVE SW AND 8TH AVE SW,2,Injury Collision,Rear Ended,3,0,0,2,1,0,0,2020/06/09 00:00:00+00,N,Raining,Wet,Dusk,NA,N
216178,Intersection,I5 SB AND 145TH ST ON RP,1,Property Damage Only Collision,Sideswipe,4,0,0,2,0,0,0,2020/07/03 00:00:00+00,N,Clear,Dry,Daylight,NA,N
216182,Block,14TH AVE NW BETWEEN NW 45TH ST AND NW 46TH ST,0,Unknown,NA,0,0,0,0,0,0,0,2020/09/11 00:00:00+00,NA,NA,NA,NA,NA,Y
216186,Block,12TH AVE SW BETWEEN SW KENYON ST AND SW ELMGROVE ST,2,Injury Collision,NA,2,0,0,0,1,0,0,2020/07/04 00:00:00+00,NA,NA,NA,NA,NA,Y
216188,Block,N 107TH ST BETWEEN MIDVALE AVE N AND STONE AVE N,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2020/07/14 00:00:00+00,N,Clear,Dry,Daylight,NA,N
216190,Block,CHERRY ST BETWEEN 2ND AVE AND 3RD AVE,1,Property Damage Only Collision,NA,2,0,0,0,0,0,0,2020/09/20 00:00:00+00,NA,NA,NA,NA,NA,Y
216194,Intersection,42ND AVE SW AND SW ALASKA ST,2,Injury Collision,Angles,4,0,0,2,2,0,0,2020/07/26 00:00:00+00,N,Clear,Dry,Daylight,NA,N
216197,Intersection,DEXTER AVE N AND ROY ST,2,Injury Collision,Angles,2,0,0,2,1,0,0,2020/10/17 00:00:00+00,N,Overcast,Wet,Dark - Street Lights On,NA,N
216198,Block,DENSMORE AVE N BETWEEN N 38TH ST AND N 39TH ST,1,Property Damage Only Collision,Other,3,0,0,2,0,0,0,2020/06/20 00:00:00+00,N,Overcast,Dry,Daylight,NA,N
216200,Block,MERCER ST BETWEEN 4TH AVE N AND 5TH AVE N,1,Property Damage Only Collision,Angles,5,0,0,4,0,0,0,2020/10/09 00:00:00+00,N,Raining,Wet,Dark - Street Lights On,NA,N
216202,Intersection,RAVENNA AVE NE AND NE 75TH ST,2,Injury Collision,Rear Ended,5,0,0,3,1,0,0,2020/08/13 00:00:00+00,N,Clear,Dry,Daylight,NA,N
216204,Block,S ALBRO PL BETWEEN 13TH AVE S AND STANLEY AVE S,1,Property Damage Only Collision,Left Turn,4,0,0,2,0,0,0,2020/07/03 00:00:00+00,N,Clear,Dry,Daylight,NA,N
216209,Intersection,AURORA AVE N AND ROY ST,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,2020/07/03 00:00:00+00,N,Clear,Dry,Daylight,NA,N
216210,Intersection,WINONA AVE N AND WEST GREEN LAKE DR N,1,Property Damage Only Collision,Angles,4,0,0,2,0,0,0,2020/09/16 00:00:00+00,N,Clear,Dry,Daylight,NA,N
216213,Block,W SHERIDAN ST BETWEEN 39TH AVE W AND 40TH AVE W,0,Unknown,NA,0,0,0,0,0,0,0,2020/09/25 00:00:00+00,NA,NA,NA,NA,NA,Y
216215,Intersection,RAINIER AVE S AND S EDMUNDS ST,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,2020/07/27 00:00:00+00,N,Clear,Dry,Daylight,NA,N
216217,Intersection,16TH AVE SW AND SW CAMBRIDGE ST,1,Property Damage Only Collision,Angles,3,0,0,2,0,0,0,2020/09/01 00:00:00+00,N,Clear,Dry,Daylight,NA,N
216221,Intersection,13TH AVE S AND AIRPORT WAY S,1,Property Damage Only Collision,Left Turn,3,0,0,2,0,0,0,2020/07/30 00:00:00+00,N,Clear,Dry,Dark - Street Lights On,NA,N
216223,Intersection,SWIFT AVE S AND S ALBRO PL,2,Injury Collision,Left Turn,2,0,0,2,1,0,0,2020/04/30 00:00:00+00,N,Clear,Dry,Daylight,NA,N
216225,Intersection,19TH AVE AND E MADISON ST,2,Injury Collision,Head On,2,0,0,2,1,0,0,2020/06/17 00:00:00+00,N,Clear,Dry,Daylight,NA,N
216226,Block,8TH AVE NE BETWEEN WEEDIN PL NE AND NE 67TH ST,0,Unknown,NA,0,0,0,0,0,0,0,2020/08/11 00:00:00+00,NA,NA,NA,NA,NA,Y
216230,Block,35TH AVE SW BETWEEN SW ROXBURY ST AND SW 97TH ST,1,Property Damage Only Collision,NA,2,0,0,0,0,0,0,2020/09/09 00:00:00+00,NA,NA,NA,NA,NA,Y
216233,Block,BEACON WR AVE S BETWEEN S CLOVERDALE ST AND S DONOVAN ST,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2020/09/05 00:00:00+00,N,Clear,Dry,Daylight,NA,Y
216235,Intersection,BEACH DR SW AND SW OREGON ST,1,Property Damage Only Collision,Parked Car,3,0,0,3,0,0,0,2020/07/13 00:00:00+00,N,Clear,Dry,Dark - Street Lights On,NA,N
216237,Intersection,BANNER WAY NE AND NE 80TH ST,2,Injury Collision,Angles,3,0,0,3,1,0,0,2020/07/18 00:00:00+00,N,Clear,Dry,Daylight,NA,N
216239,Block,LINDEN AVE N BETWEEN N 85TH ST AND N 86TH ST,0,Unknown,NA,2,0,0,0,0,0,0,2020/09/22 00:00:00+00,NA,NA,NA,NA,NA,Y
216241,Intersection,12TH AVE NW AND NW 77TH ST,2,Injury Collision,Other,2,0,1,1,1,0,0,2020/10/13 00:00:00+00,N,Raining,Wet,Daylight,NA,N
216245,Block,GREEN LAKE WAY N BETWEEN N 52ND ST AND N 53RD ST,2,Injury Collision,Cycles,3,0,1,1,1,0,0,2020/06/21 00:00:00+00,N,Clear,Dry,Daylight,NA,N
216247,Intersection,DEXTER AVE N AND ROY ST,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,2020/10/03 00:00:00+00,N,Fog/Smog/Smoke,Dry,Dark - Street Lights On,NA,N
216248,Block,NW 85TH ST BETWEEN EARL AVE NW AND 28TH AVE NW,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2020/07/15 00:00:00+00,N,Clear,Dry,Dark - Street Lights On,NA,Y
216250,Intersection,12TH AVE AND E FIR ST,2,Injury Collision,Cycles,3,0,1,1,1,0,0,2020/10/01 00:00:00+00,N,Clear,Dry,Daylight,NA,N
216251,Block,N 54TH ST BETWEEN GREEN LAKE WAY N AND WOODLAWN AVE N,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2020/07/08 00:00:00+00,N,Clear,Dry,Daylight,NA,N
216253,Block,OLSON PL SW BETWEEN SW CAMBRIDGE PL AND SW ROXBURY ST,1,Property Damage Only Collision,Sideswipe,3,0,0,2,0,0,0,2020/08/23 00:00:00+00,N,Clear,Dry,Dark - Street Lights On,NA,N
216257,Intersection,RAINIER AVE S AND STURTEVANT AVE S,2,Injury Collision,Left Turn,5,0,0,2,5,0,0,2020/10/10 00:00:00+00,N,Clear,Dry,Dark - Street Lights On,NA,N
216260,Block,32ND AVE NE BETWEEN NE 143RD ST AND NE 145TH ST,1,Property Damage Only Collision,Other,1,0,0,1,0,0,0,2020/07/30 00:00:00+00,N,Clear,Dry,Unknown,NA,N
216262,Block,NE 45TH ST BETWEEN 5TH AVE NE AND 7TH AVE NE,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,2020/08/19 00:00:00+00,N,Clear,Dry,Daylight,NA,N
216263,Intersection,42ND AVE SW AND SW GRAHAM ST,2,Injury Collision,Angles,2,0,0,2,1,0,0,2020/07/07 00:00:00+00,N,Clear,Dry,Daylight,NA,N
216265,Intersection,RAINIER AVE S AND S HOLGATE ST,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,2020/10/01 00:00:00+00,N,Clear,Dry,Daylight,NA,N
216267,Intersection,23RD AVE SW AND SW ROXBURY ST,2,Injury Collision,Angles,4,0,0,2,1,0,0,2020/07/30 00:00:00+00,N,Clear,Dry,Daylight,NA,N
216269,Intersection,8TH AVE NW AND NW 47TH ST,2,Injury Collision,Angles,2,0,0,2,1,0,0,2020/08/19 00:00:00+00,N,Overcast,Dry,Daylight,NA,N
216274,Block,TERRY AVE BETWEEN MARION ST AND MADISON ST,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2020/07/17 00:00:00+00,N,Overcast,Dry,Daylight,NA,Y
216275,Block,62ND AVE S BETWEEN S PRENTICE ST AND RENTON AVE S,2,Injury Collision,Angles,2,0,0,2,1,0,0,2020/09/11 00:00:00+00,N,Fog/Smog/Smoke,Dry,Dark - Street Lights On,NA,N
216276,Block,27TH AVE E BETWEEN E THOMAS ST AND E ARTHUR PL,0,Unknown,NA,0,0,0,0,0,0,0,2020/06/17 00:00:00+00,NA,NA,NA,NA,NA,Y
216278,Block,23RD AVE S BETWEEN S JUDKINS ST AND MOUNTAINS TO SOUND TRL,2,Injury Collision,Angles,2,0,0,2,1,0,0,2020/09/02 00:00:00+00,N,Clear,Dry,Daylight,NA,N
216280,Intersection,20TH AVE S AND S SPOKANE ST,2,Injury Collision,Angles,2,0,0,2,2,0,0,2020/08/06 00:00:00+00,N,Raining,Wet,Daylight,NA,N
216282,Block,JEFFERSON ST BETWEEN BOREN AVE AND BROADWAY,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,2020/09/21 00:00:00+00,N,Clear,Dry,Daylight,NA,N
216286,Block,AURORA AVE N BETWEEN N 103RD N ST AND N 104TH ST,1,Property Damage Only Collision,Sideswipe,4,0,0,2,0,0,0,2020/07/21 00:00:00+00,N,Clear,Dry,Daylight,NA,N
216288,Block,7TH AVE BETWEEN MADISON ST OFF RP AND MADISON ST,0,Unknown,NA,0,0,0,0,0,0,0,2020/08/04 00:00:00+00,NA,NA,NA,NA,NA,N
216290,Block,44TH AVE S BETWEEN S WEBSTER ST AND DEAD END 3,0,Unknown,NA,0,0,0,0,0,0,0,2020/06/21 00:00:00+00,NA,NA,NA,NA,NA,N
216291,Block,1ST AV S BR NB BETWEEN POINT A AND SR509 NB,2,Injury Collision,Rear Ended,5,0,0,4,1,0,0,2020/07/08 00:00:00+00,N,Clear,Dry,Daylight,NA,N
216295,Block,3RD AVE W BETWEEN W BERTONA ST AND W NICKERSON ST,1,Property Damage Only Collision,Other,1,0,0,1,0,0,0,2020/08/27 00:00:00+00,N,Clear,Dry,Dark - Street Lights On,Y,N
216298,Intersection,EAST MARGINAL WAY S AND S IDAHO ST,2,Injury Collision,Right Turn,2,0,0,2,1,0,0,2020/09/07 00:00:00+00,N,Clear,Dry,Daylight,NA,N
216300,Block,RAINIER AVE S BETWEEN S CLOVERDALE ST AND S HENDERSON ST,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2020/02/24 00:00:00+00,N,Clear,Dry,Daylight,NA,N
216302,Block,BOYLSTON AVE E BETWEEN E BOSTON ST AND E LYNN ST,2,Injury Collision,NA,2,0,0,0,1,0,0,2020/07/18 00:00:00+00,NA,NA,NA,NA,NA,N
216304,Intersection,12TH AVE AND E PINE ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2020/07/22 00:00:00+00,N,Clear,Dry,Daylight,NA,N
216305,Intersection,AURORA N AVE N AND N PHINNEY WAY,1,Property Damage Only Collision,NA,1,0,0,0,0,0,0,2020/07/26 00:00:00+00,NA,NA,NA,NA,NA,N
216306,Block,11TH AVE NW BETWEEN NW 51ST ST AND NW 52ND ST,0,Unknown,NA,0,0,0,0,0,0,0,2020/09/11 00:00:00+00,NA,NA,NA,NA,NA,Y
216310,Intersection,LAKE WASHINGTON BLVD AND E JEFFERSON ST,1,Property Damage Only Collision,Sideswipe,5,0,0,3,0,0,0,2020/08/02 00:00:00+00,N,Clear,Dry,Daylight,NA,N
216312,Block,1ST AVE BETWEEN VIRGINIA ST AND LENORA ST,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,2020/09/29 00:00:00+00,N,Clear,Dry,Dark - Street Lights On,NA,N
216313,Block,6TH AVE S BETWEEN S HOLGATE ST AND S WALKER ST,0,Unknown,NA,0,0,0,0,0,0,0,2020/08/13 00:00:00+00,NA,NA,NA,NA,NA,Y
216315,Intersection,BURKE GILMAN TRL AND PEND OREILLE RD NE,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2020/05/05 00:00:00+00,N,Clear,Dry,Daylight,NA,N
216317,Block,15TH AVE NW BETWEEN NW 54TH ST AND NW MARKET ST,1,Property Damage Only Collision,Sideswipe,3,0,0,2,0,0,0,2020/07/15 00:00:00+00,N,Clear,Dry,Daylight,NA,N
216319,Block,28TH AVE S BETWEEN S JUNEAU ST AND S RAYMOND N ST,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2020/06/16 00:00:00+00,N,Clear,Dry,Daylight,NA,Y
216324,Block,MELROSE AVE BETWEEN PINE ST AND YALE AVE,0,Unknown,NA,0,0,0,0,0,0,0,2020/08/14 00:00:00+00,NA,NA,NA,NA,NA,Y
216326,Intersection,AIRPORT WAY S AND S HARDY ST,2,Injury Collision,Other,1,0,0,1,1,0,0,2020/07/14 00:00:00+00,N,Clear,Dry,Daylight,NA,N
216327,Block,28TH AVE S BETWEEN S WARSAW ST AND S HOLLY ST,3,Fatality Collision,Pedestrian,2,1,0,1,0,0,1,2020/09/19 00:00:00+00,N,Clear,Dry,Daylight,NA,N
216328,Block,33RD AVE S BETWEEN S OREGON E ST AND RENTON AVE S,1,Property Damage Only Collision,NA,1,0,0,0,0,0,0,2020/07/06 00:00:00+00,NA,NA,NA,NA,NA,Y
216330,Block,DELRIDGE WAY SW BETWEEN SW SPOKANE ST AND CHELAN SR AVE SW,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,2020/09/10 00:00:00+00,N,Clear,Dry,Daylight,NA,N
216333,Intersection,AURORA AVE N AND N 137TH ST,1,Property Damage Only Collision,NA,1,0,0,0,0,0,0,2020/08/17 00:00:00+00,NA,NA,NA,NA,NA,N
216337,Block,11TH AVE E BETWEEN E ROY ST AND E ALOHA ST,2,Injury Collision,Parked Car,3,0,0,2,1,0,0,2020/07/28 00:00:00+00,N,Clear,Dry,Daylight,NA,Y
216339,Block,6TH AVE NW BETWEEN NW 43RD ST AND NW BRIGHT ST,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2020/06/19 00:00:00+00,N,Clear,Dry,Dark - Street Lights On,NA,Y
216341,Block,8TH AVE NE BETWEEN NE 43RD ST AND NE 45TH W ST,0,Unknown,NA,0,0,0,0,0,0,0,2020/10/14 00:00:00+00,NA,NA,NA,NA,NA,Y
216343,Block,SW AUSTIN ST BETWEEN DUMAR WAY SW AND 19TH AVE SW,1,Property Damage Only Collision,Other,1,0,0,1,0,0,0,2020/09/07 00:00:00+00,N,Clear,Dry,Daylight,NA,N
216345,Intersection,BELLEVUE AVE AND E PIKE ST,1,Property Damage Only Collision,Sideswipe,3,0,0,2,0,0,0,2020/07/02 00:00:00+00,N,Clear,Dry,Dark - No Street Lights,NA,N
216346,Block,E MADISON ST BETWEEN LAKE WASHINGTON BLVD E AND 32ND AVE E,1,Property Damage Only Collision,NA,1,0,0,0,0,0,0,2020/09/19 00:00:00+00,NA,NA,NA,NA,NA,N
216347,Block,RAINIER AVE S BETWEEN S CLOVERDALE ST AND S HENDERSON ST,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,2020/07/29 00:00:00+00,N,Clear,Dry,Daylight,NA,N
216349,Block,N 50TH ST BETWEEN WALLINGFORD AVE N AND BURKE AVE N,2,Injury Collision,Rear Ended,3,0,0,2,1,0,0,2020/09/01 00:00:00+00,N,Clear,Dry,Daylight,NA,N
216352,Intersection,33RD AVE S AND S BRANDON ST,1,Property Damage Only Collision,Angles,3,0,0,3,0,0,0,2020/09/06 00:00:00+00,N,Clear,Dry,Dusk,NA,N
216356,Block,4TH AVE S BETWEEN S LANDER ST AND S FOREST ST,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,2020/08/12 00:00:00+00,N,Clear,Dry,Daylight,NA,N
216358,Block,WEST MARGINAL WAY S BETWEEN 1ST AVE S AND S HOLDEN ST,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,2020/08/06 00:00:00+00,N,Clear,Dry,Daylight,NA,N
216360,Block,FUHRMAN AVE E BETWEEN BROADWAY E AND FRANKLIN AVE E,1,Property Damage Only Collision,NA,2,0,0,0,0,0,0,2020/06/17 00:00:00+00,NA,NA,NA,NA,NA,N
216364,Intersection,16TH AVE SW AND SW AUSTIN ST,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,2020/08/18 00:00:00+00,N,Clear,Dry,Daylight,NA,N
216367,Intersection,CORSON AVE S AND S MICHIGAN ST,1,Property Damage Only Collision,NA,1,0,0,0,0,0,0,2020/09/09 00:00:00+00,NA,NA,NA,NA,NA,N
216369,Block,M L KING JR WR WAY S BETWEEN S ALASKA ST AND S ANGELINE ST,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,2020/07/25 00:00:00+00,N,Clear,Dry,Daylight,NA,N
216370,Block,1ST AVE N BETWEEN ROY ST AND VALLEY ST,1,Property Damage Only Collision,NA,2,0,0,0,0,0,0,2020/06/16 00:00:00+00,NA,NA,NA,NA,NA,Y
216372,Block,E MCGRAW ST BETWEEN 22ND AVE E AND 24TH AVE E,0,Unknown,NA,2,0,0,0,0,0,0,2020/09/21 00:00:00+00,NA,NA,NA,NA,NA,Y
216374,Intersection,1ST AVE AND MARION ST,0,Unknown,NA,0,0,0,0,0,0,0,2020/10/05 00:00:00+00,NA,NA,NA,NA,NA,N
216376,Block,W NICKERSON ST BETWEEN 12TH AVE W AND 13TH AVE W,1,Property Damage Only Collision,Head On,5,0,0,2,0,0,0,2020/06/28 00:00:00+00,N,Overcast,Wet,Daylight,NA,N
216379,Intersection,6TH AVE S AND S SPOKANE SR ST,2,Injury Collision,NA,2,0,0,0,1,0,0,2020/07/21 00:00:00+00,NA,NA,NA,NA,NA,N
216381,Intersection,SAND POINT WAY NE AND NE 74TH ST,1,Property Damage Only Collision,Left Turn,2,0,0,2,0,0,0,2020/09/06 00:00:00+00,N,Clear,Dry,Dark - Street Lights On,NA,N
216382,Block,SW OREGON ST BETWEEN 36TH AVE SW AND 37TH AVE SW,1,Property Damage Only Collision,Parked Car,3,0,0,3,0,0,0,2020/08/01 00:00:00+00,N,Clear,Dry,Dark - Street Lights On,Y,Y
216384,Intersection,15TH AVE NW AND NW 87TH ST,2,Injury Collision,Left Turn,2,0,0,2,1,0,0,2020/10/02 00:00:00+00,N,Clear,Dry,Daylight,NA,N
216386,Block,AIRPORT WAY S BETWEEN S DORIS ST AND S NEBRASKA ST,2b,Serious Injury Collision,Other,6,0,0,5,1,1,0,2020/08/29 00:00:00+00,N,Overcast,Dry,Daylight,NA,Y
216388,Block,EAST MARGINAL WAY S BETWEEN XW ALASKA AND S HUDSON ST,2,Injury Collision,Head On,2,0,0,2,1,0,0,2020/09/16 00:00:00+00,N,Clear,Dry,Dark - Street Lights On,NA,N
216393,Block,NE 42ND ST BETWEEN UNIVERSITY WAY NE AND 15TH AVE NE,1,Property Damage Only Collision,NA,1,0,0,0,0,0,0,2020/08/23 00:00:00+00,NA,NA,NA,NA,NA,Y
