OBJECTID,ADDRTYPE,LOCATION,SEVERITYCODE,SEVERITYDESC,COLLISIONTYPE,PERSONCOUNT,PEDCOUNT,PEDCYLCOUNT,VEHCOUNT,INJURIES,SERIOUSINJURIES,FATALITIES,INCDATE,UNDERINFL,WEATHER,ROADCOND,LIGHTCOND,SPEEDING,HITPARKEDCAR
1,Block,1ST AVE BETWEEN BROAD ST AND EAGLE ST,1,Property Damage Only Collision,NA,2,0,0,0,0,0,0,2020/11/02 00:00:00+00,NA,NA,NA,NA,NA,N
4,NA,NA,0,Unknown,NA,0,0,0,0,0,0,0,2020/05/21 00:00:00+00,NA,NA,NA,NA,NA,N
5,Block,53RD AVE S BETWEEN S LEO ST AND S AVON ST,0,Unknown,NA,0,0,0,0,0,0,0,2020/11/21 00:00:00+00,NA,NA,NA,NA,NA,Y
6,Block,GREENWOOD AVE N BETWEEN N 90TH ST AND N 92ND ST,0,Unknown,NA,2,0,0,0,0,0,0,2020/06/05 00:00:00+00,NA,NA,NA,NA,NA,Y
7,Intersection,12TH AVE AND E PIKE ST,1,Property Damage Only Collision,NA,2,0,0,0,0,0,0,2020/11/08 00:00:00+00,NA,NA,NA,NA,NA,N
8,Block,25TH WR AVE W BETWEEN W ARMOUR ST AND W DRAVUS ST,0,Unknown,NA,0,0,0,0,0,0,0,2020/11/02 00:00:00+00,NA,NA,NA,NA,NA,N
9,NA,NA,0,Unknown,NA,0,0,0,0,0,0,0,2020/11/26 00:00:00+00,NA,NA,NA,NA,NA,N
10,Block,S ORCAS ST BETWEEN PADILLA PL S AND CORSON AVE S,0,Unknown,NA,0,0,0,0,0,0,0,2020/10/21 00:00:00+00,NA,NA,NA,NA,NA,Y
11,Block,RAINIER AVE S BETWEEN S MCCLELLAN ST AND S FOREST ST,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,2020/10/25 00:00:00+00,N,Clear,Dry,Dawn,NA,N
12,Intersection,23RD AVE E AND E ALOHA ST,2,Injury Collision,NA,2,0,0,0,2,0,0,2020/10/14 00:00:00+00,NA,NA,NA,NA,NA,N
13,Block,39TH AVE SW BETWEEN SW ADMIRAL WAY AND SW OLGA ST,1,Property Damage Only Collision,NA,2,0,0,0,0,0,0,2020/11/14 00:00:00+00,NA,NA,NA,NA,NA,Y
14,Block,NE 68TH ST BETWEEN OSWEGO PL NE AND WEEDIN PL NE,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2020/06/02 00:00:00+00,N,Clear,Dry,Daylight,NA,Y
15,Block,MERIDIAN AVE N BETWEEN N 38TH ST AND N 39TH ST,1,Property Damage Only Collision,NA,2,0,0,0,0,0,0,2020/10/10 00:00:00+00,NA,NA,NA,NA,NA,Y
16,Intersection,AURORA AVE N AND N 140TH ST,2,Injury Collision,NA,4,0,0,0,2,0,0,2020/10/21 00:00:00+00,NA,NA,NA,NA,NA,N
17,Intersection,15TH AVE SW AND SW ROXBURY ST,1,Property Damage Only Collision,Angles,3,0,0,2,0,0,0,2020/01/25 00:00:00+00,N,Raining,Wet,Daylight,NA,N
18,Block,15TH AVE S BETWEEN S NEVADA ST AND S COLUMBIAN S WAY,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,2020/06/07 00:00:00+00,N,Clear,Dry,Dark - Street Lights On,NA,N
19,Block,E UNION ST BETWEEN 26TH AVE AND 27TH AVE,2,Injury Collision,Rear Ended,3,0,0,3,1,0,0,2020/09/24 00:00:00+00,N,Raining,Wet,Daylight,Y,N
20,Block,14TH AVE NW BETWEEN NW 90TH ST AND HOLMAN RD NW,0,Unknown,NA,2,0,0,0,0,0,0,2020/10/29 00:00:00+00,NA,NA,NA,NA,NA,Y
21,Block,17TH AVE SW BETWEEN SW HENDERSON ST AND SW BARTON ST,1,Property Damage Only Collision,NA,1,0,0,0,0,0,0,2020/10/14 00:00:00+00,NA,NA,NA,NA,NA,N
22,Intersection,HIGHLAND PARK WAY SW AND SW HOLDEN N ST,1,Property Damage Only Collision,NA,3,0,0,0,0,0,0,2020/11/12 00:00:00+00,NA,NA,NA,NA,NA,N
23,Block,11TH AVE NW BETWEEN NW 62ND ST AND NW 63RD ST,0,Unknown,NA,0,0,0,0,0,0,0,2020/11/12 00:00:00+00,NA,NA,NA,NA,NA,Y
24,Block,RAINIER AVE S BETWEEN S MCCLELLAN ST AND S FOREST ST,1,Property Damage Only Collision,Rear Ended,3,0,0,2,0,0,0,2020/01/27 00:00:00+00,N,Raining,Wet,Dark - Street Lights On,NA,N
25,Block,AURORA AVE N BETWEEN N 125TH ST AND N 127TH ST,1,Property Damage Only Collision,Other,1,0,0,1,0,0,0,2020/10/13 00:00:00+00,N,Clear,Dry,Dark - Street Lights On,Y,N
26,Intersection,24TH AVE NW AND NW 85TH ST,2,Injury Collision,NA,2,0,0,0,1,0,0,2020/11/18 00:00:00+00,NA,NA,NA,NA,NA,N
27,Intersection,MONTLAKE BLVD E AND EAST MONTLAKE PL E,2,Injury Collision,Pedestrian,2,1,0,1,1,0,0,2020/05/31 00:00:00+00,N,Clear,Dry,Daylight,NA,N
28,Block,NE 125TH SR ST BETWEEN ROOSEVELT WAY NE AND NE 125TH N ST,2,Injury Collision,Pedestrian,2,1,0,1,1,0,0,2020/05/27 00:00:00+00,N,Clear,Dry,Daylight,NA,N
29,Intersection,25TH AVE SW AND SW BARTON ST,2,Injury Collision,Angles,3,0,0,2,1,0,0,2020/06/08 00:00:00+00,N,Clear,Dry,Daylight,NA,N
30,Block,DALLAS AVE S BETWEEN 17TH AVE S AND S DONOVAN ST,0,Unknown,NA,0,0,0,0,0,0,0,2020/11/08 00:00:00+00,NA,NA,NA,NA,NA,Y
31,Block,41ST AVE E BETWEEN E MADISON E ST AND E NEWTON ST,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2020/05/29 00:00:00+00,N,Clear,Dry,Daylight,NA,N
32,Intersection,8TH AVE NE AND NE NORTHLAKE WAY,1,Property Damage Only Collision,NA,2,0,0,0,0,0,0,2020/11/20 00:00:00+00,NA,NA,NA,NA,NA,N
33,Block,S ALBRO PL BETWEEN CORGIAT DR S AND SWIFT AVE S,0,Unknown,NA,0,0,0,0,0,0,0,2020/11/11 00:00:00+00,NA,NA,NA,NA,NA,N
34,Block,N 98TH ST BETWEEN FREMONT AVE N AND LINDEN AVE N,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2020/06/04 00:00:00+00,N,Clear,Dry,Daylight,NA,Y
35,Intersection,BOREN AVE AND JEFFERSON ST,1,Property Damage Only Collision,NA,2,0,0,0,0,0,0,2020/11/09 00:00:00+00,NA,NA,NA,NA,NA,N
36,Block,MADISON ST BETWEEN 6TH AVE AND 7TH AVE,1,Property Damage Only Collision,NA,2,0,0,0,0,0,0,2020/12/01 00:00:00+00,NA,NA,NA,NA,NA,N
37,Block,M L KING JR WR WAY S BETWEEN MERTON WAY S AND S NORFOLK ST,0,Unknown,NA,0,0,0,0,0,0,0,2020/11/29 00:00:00+00,NA,NA,NA,NA,NA,N
38,Block,NE 145TH ST BETWEEN 12TH AVE NE AND 15TH AVE NE,2b,Serious Injury Collision,Pedestrian,2,1,0,1,1,1,0,2020/05/27 00:00:00+00,N,Clear,Dry,Dawn,NA,N
39,Intersection,NICKERSON ST AND WESTLAKE AVE N,1,Property Damage Only Collision,NA,2,0,0,0,0,0,0,2020/11/27 00:00:00+00,NA,NA,NA,NA,NA,N
40,Intersection,2ND AV ET S AND 4TH AVE S,2,Injury Collision,Angles,3,0,0,2,2,0,0,2020/06/07 00:00:00+00,N,Clear,Dry,Daylight,NA,N
42,Block,N 50TH ST BETWEEN MERIDIAN AVE N AND KEYSTONE WR PL N,1,Property Damage Only Collision,NA,3,0,0,0,0,0,0,2020/11/06 00:00:00+00,NA,NA,NA,NA,NA,N
43,Alley,NA,0,Unknown,NA,0,0,0,0,0,0,0,2020/11/02 00:00:00+00,NA,NA,NA,NA,NA,N
44,Block,M L KING JR WAY S BETWEEN S BAYVIEW S ST AND S MCCLELLAN ST,1,Property Damage Only Collision,NA,3,0,0,0,0,0,0,2020/11/15 00:00:00+00,NA,NA,NA,NA,NA,N
45,Block,E INTERLAKEN BLVD BETWEEN 24TH AVE E AND LAKE WASHINGTON BLVD E,1,Property Damage Only Collision,Left Turn,3,0,0,2,0,0,0,2020/10/29 00:00:00+00,N,Clear,Dry,Daylight,NA,N
46,Block,RAINIER AVE S BETWEEN S ELMGROVE ST AND S ROSE N ST,2,Injury Collision,Rear Ended,4,0,0,4,1,0,0,2020/09/11 00:00:00+00,N,Fog/Smog/Smoke,Dry,Dark - Street Lights On,NA,N
47,Intersection,LAKE CITY WAY NE AND NE 130TH ST,0,Unknown,NA,0,0,0,0,0,0,0,2020/11/14 00:00:00+00,NA,NA,NA,NA,NA,N
48,Block,17TH AVE NE BETWEEN NE 80TH ST AND NE 82ND ST,1,Property Damage Only Collision,Parked Car,4,0,0,4,0,0,0,2020/09/13 00:00:00+00,N,Fog/Smog/Smoke,Dry,Dark - No Street Lights,NA,N
50,Intersection,MAGNOLIA BLVD W AND W HOWE W ST,1,Property Damage Only Collision,NA,2,0,0,0,0,0,0,2020/10/16 00:00:00+00,NA,NA,NA,NA,NA,N
51,Block,AURORA AVE N BETWEEN N 125TH ST AND N 127TH ST,1,Property Damage Only Collision,NA,2,0,0,0,0,0,0,2020/12/08 00:00:00+00,NA,NA,NA,NA,NA,N
52,Block,RAINIER AVE S BETWEEN S OREGON ST AND S ALASKA ST,1,Property Damage Only Collision,Other,2,0,0,1,0,0,0,2020/10/08 00:00:00+00,N,Clear,Dry,Dark - Street Lights On,NA,N
53,Intersection,4TH AVE W AND W HARRISON ST,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,2020/01/30 00:00:00+00,N,Overcast,Dry,Daylight,NA,N
54,Block,RAINIER AVE S BETWEEN 75TH AVE S AND CITY LIMITS,2,Injury Collision,Parked Car,2,0,0,2,1,0,0,2020/06/02 00:00:00+00,N,Clear,Dry,Daylight,NA,N
55,Intersection,DELRIDGE WAY SW AND SW FINDLAY ST,1,Property Damage Only Collision,Other,2,0,0,2,0,0,0,2020/06/15 00:00:00+00,N,Raining,Wet,Daylight,NA,N
56,NA,NA,0,Unknown,NA,0,0,0,0,0,0,0,2020/10/22 00:00:00+00,NA,NA,NA,NA,NA,N
57,Block,RAINIER AVE S BETWEEN S OREGON ST AND S ALASKA ST,3,Fatality Collision,Pedestrian,2,1,0,1,0,0,1,2020/10/31 00:00:00+00,N,Clear,Dry,Dark - Street Lights On,NA,N
58,Intersection,25TH AVE E AND E MADISON ST,0,Unknown,NA,0,0,0,0,0,0,0,2020/10/25 00:00:00+00,NA,NA,NA,NA,NA,Y
59,Block,57TH AVE S BETWEEN S RYAN E ST AND S PRENTICE ST,1,Property Damage Only Collision,NA,1,0,0,0,0,0,0,2020/11/11 00:00:00+00,NA,NA,NA,NA,NA,N
60,Intersection,15TH AV W ON RP AND NICKERSON TURN RD,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,2020/02/05 00:00:00+00,N,Raining,Wet,Daylight,NA,N
61,Block,S EDMUNDS ST BETWEEN 39TH AVE S AND 42ND AVE S,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2020/10/20 00:00:00+00,N,Clear,Dry,Dark - Street Lights On,NA,Y
62,Intersection,5TH AVE NE AND NE 145TH ST,1,Property Damage Only Collision,NA,2,0,0,0,0,0,0,2020/10/25 00:00:00+00,NA,NA,NA,NA,NA,N
63,Block,47TH AVE SW BETWEEN SW FONTANELLE ST AND FAUNTLEROY WAY SW,1,Property Damage Only Collision,Angles,3,0,0,2,0,0,0,2020/05/31 00:00:00+00,N,Overcast,Wet,Daylight,NA,N
64,Block,M L KING JR WR WAY S BETWEEN S MYRTLE ST AND S OTHELLO ST,1,Property Damage Only Collision,Parked Car,3,0,0,2,0,0,0,2020/11/04 00:00:00+00,N,Clear,Dry,Daylight,NA,N
65,Block,WALNUT AVE SW BETWEEN SW ADMIRAL WAY AND SW LANDER ST,0,Unknown,NA,2,0,0,0,0,0,0,2020/10/29 00:00:00+00,NA,NA,NA,NA,NA,N
66,Intersection,1ST AVE AND MARION ST,2,Injury Collision,Angles,2,0,0,2,1,0,0,2020/05/21 00:00:00+00,N,Raining,Wet,Daylight,NA,N
67,Block,S WASHINGTON ST BETWEEN 10TH AVE S AND DEAD END 3,2,Injury Collision,Other,1,0,0,1,1,0,0,2020/06/07 00:00:00+00,N,Overcast,Dry,Daylight,NA,N
68,Block,AURORA AVE N BETWEEN N 127TH ST AND N 128TH ST,2,Injury Collision,Right Turn,8,0,0,5,2,0,0,2020/06/05 00:00:00+00,N,Clear,Dry,Daylight,NA,N
69,Block,AURORA AVE N BETWEEN N 85TH ST AND N 86TH ST,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,2020/06/04 00:00:00+00,N,Clear,Dry,Daylight,NA,N
70,Block,NE 57TH ST BETWEEN 37TH AVE NE AND 38TH AVE NE,1,Property Damage Only Collision,NA,2,0,0,0,0,0,0,2020/06/09 00:00:00+00,NA,NA,NA,NA,NA,N
71,Block,E REPUBLICAN ST BETWEEN MALDEN AVE E AND 15TH S AVE E,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2020/10/17 00:00:00+00,N,Clear,Dry,Daylight,NA,Y
72,Block,SW AVALON WAY BETWEEN 30TH AVE SW AND SW GENESEE ST,1,Property Damage Only Collision,Sideswipe,3,0,0,2,0,0,0,2020/10/30 00:00:00+00,N,Overcast,Wet,Daylight,NA,Y
73,Block,NW MARKET ST BETWEEN 8TH AVE NW AND 9TH AVE NW,1,Property Damage Only Collision,NA,2,0,0,0,0,0,0,2020/10/21 00:00:00+00,NA,NA,NA,NA,NA,N
74,Block,AURORA AVE N BETWEEN N 49TH ST AND N 50 UPPER ST,1,Property Damage Only Collision,NA,1,0,0,0,0,0,0,2020/10/25 00:00:00+00,NA,NA,NA,NA,NA,N
75,Block,15TH AVE NW BETWEEN NW 80TH ST AND NW 83RD ST,2,Injury Collision,NA,3,0,0,0,2,0,0,2020/11/16 00:00:00+00,NA,NA,NA,NA,NA,N
76,Block,LAKE CITY WAY NE BETWEEN 12TH AVE NE AND NE 80TH ST,1,Property Damage Only Collision,Sideswipe,4,0,0,2,0,0,0,2020/06/11 00:00:00+00,N,Clear,Dry,Daylight,NA,N
77,Intersection,GREEN LAKE WAY N AND N 46TH ST,1,Property Damage Only Collision,Other,1,0,0,1,0,0,0,2020/10/30 00:00:00+00,N,Clear,Dry,Dark - Street Lights On,Y,N
78,Block,4TH AVE S BETWEEN S MICHIGAN ST AND EAST MARGINAL WAY S,1,Property Damage Only Collision,NA,2,0,0,0,0,0,0,2020/12/03 00:00:00+00,NA,NA,NA,NA,NA,N
79,Block,HOLMAN RD NW BETWEEN 12TH AVE NW AND 11TH AVE NW,2,Injury Collision,NA,2,0,0,0,1,0,0,2020/12/01 00:00:00+00,NA,NA,NA,NA,NA,N
80,Intersection,BURKE AVE N AND N 85TH ST,1,Property Damage Only Collision,NA,2,0,0,0,0,0,0,2020/12/05 00:00:00+00,NA,NA,NA,NA,NA,N
81,Block,E JOHN ST BETWEEN 22ND AVE E AND 23RD AVE E,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,2020/05/04 00:00:00+00,N,Clear,Dry,Daylight,NA,N
82,Block,NAGLE PL BETWEEN E PINE ST AND E OLIVE ST,1,Property Damage Only Collision,NA,2,0,0,0,0,0,0,2020/06/05 00:00:00+00,NA,NA,NA,NA,NA,Y
83,Block,BOYLSTON AVE E BETWEEN E HARRISON ST AND E REPUBLICAN ST,2,Injury Collision,NA,2,0,0,0,1,0,0,2020/06/02 00:00:00+00,NA,NA,NA,NA,NA,Y
84,Intersection,PINEHURST WAY NE AND NE 115TH ST,2b,Serious Injury Collision,Cycles,2,0,1,1,1,1,0,2020/06/12 00:00:00+00,N,Overcast,Wet,Daylight,NA,N
85,Block,1ST AVE NW BETWEEN NW 107TH ST AND NW 110TH ST,1,Property Damage Only Collision,Sideswipe,3,0,0,2,0,0,0,2020/10/01 00:00:00+00,N,Clear,Dry,Dark - Street Lights On,NA,N
86,Intersection,37TH AVE SW AND SW ALASKA ST,2,Injury Collision,Other,2,0,0,1,1,0,0,2020/10/29 00:00:00+00,N,Clear,Dry,Daylight,NA,N
87,Block,15TH AVE NW BETWEEN NW 54TH ST AND NW MARKET ST,1,Property Damage Only Collision,NA,2,0,0,0,0,0,0,2020/11/20 00:00:00+00,NA,NA,NA,NA,NA,N
88,Block,E ROANOKE ST BETWEEN BOYLSTON AVE E AND HARVARD AVE E,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,2020/02/05 00:00:00+00,N,Raining,Wet,Dark - Street Lights On,NA,N
89,Intersection,AURORA AVE N AND N 135TH ST,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,2020/10/22 00:00:00+00,N,Clear,Dry,Daylight,NA,N
90,Block,WEST MARGINAL SB WAY S BETWEEN S HOLDEN ST AND KENYON OFF RP,1,Property Damage Only Collision,NA,2,0,0,0,0,0,0,2020/10/13 00:00:00+00,NA,NA,NA,NA,NA,N
91,Block,VALLEY ST BETWEEN WESTLAKE AVE N AND TERRY AVE N,1,Property Damage Only Collision,NA,1,0,0,0,0,0,0,2020/11/05 00:00:00+00,NA,NA,NA,NA,NA,N
92,Block,57TH AVE S BETWEEN S RYAN E ST AND S PRENTICE ST,0,Unknown,NA,0,0,0,0,0,0,0,2020/10/19 00:00:00+00,NA,NA,NA,NA,NA,Y
93,Intersection,ALASKAN WY VI NB AND EAST MARGINAL WAY S,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,2020/02/09 00:00:00+00,N,Overcast,Dry,Dark - Street Lights On,NA,N
94,Block,BANNER WAY NE BETWEEN NE 85TH ST OFF RP AND CORLISS WAY N,1,Property Damage Only Collision,Other,1,0,0,1,0,0,0,2020/05/02 00:00:00+00,N,Raining,Wet,Daylight,Y,N
95,Intersection,32ND AVE NE AND NE 145TH ST,1,Property Damage Only Collision,NA,2,0,0,0,0,0,0,2020/11/03 00:00:00+00,NA,NA,NA,NA,NA,N
96,Intersection,AURORA AVE N AND N 117TH PL,1,Property Damage Only Collision,Other,2,0,0,2,0,0,0,2020/06/10 00:00:00+00,N,Clear,Dry,Daylight,Y,N
97,Intersection,EAST MARGINAL WAY S AND S LUCILE ST,2,Injury Collision,NA,2,0,0,0,2,0,0,2020/06/19 00:00:00+00,NA,NA,NA,NA,NA,N
98,Block,NW MARKET ST BETWEEN 14TH AVE NW AND 15TH AVE NW,1,Property Damage Only Collision,NA,1,0,0,0,0,0,0,2020/10/11 00:00:00+00,NA,NA,NA,NA,NA,N
99,Intersection,LATONA AVE NE AND NE 50TH W ST,1,Property Damage Only Collision,NA,2,0,0,0,0,0,0,2020/06/02 00:00:00+00,NA,NA,NA,NA,NA,N
100,Block,S PLUM ST BETWEEN 32ND AVE S AND 33RD AVE S,0,Unknown,NA,0,0,0,0,0,0,0,2020/11/20 00:00:00+00,NA,NA,NA,NA,NA,N
101,Block,M L KING JR WAY S BETWEEN S MCCLELLAN ST AND RAINIER AVE S,2,Injury Collision,NA,1,0,0,0,1,0,0,2020/11/23 00:00:00+00,NA,NA,NA,NA,NA,N
102,Intersection,12TH AVE AND E CHERRY ST,2,Injury Collision,NA,2,0,0,0,1,0,0,2020/11/06 00:00:00+00,NA,NA,NA,NA,NA,N
103,Intersection,MONTLAKE BLVD NE AND NE 44TH ST,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,2020/09/22 00:00:00+00,N,Overcast,Wet,Dark - Street Lights On,NA,N
104,Intersection,48TH AVE SW AND SW OREGON ST,2,Injury Collision,NA,4,0,0,0,1,0,0,2020/10/17 00:00:00+00,NA,NA,NA,NA,NA,N
105,Intersection,HIGHLAND PARK WAY SW AND WEST MARGINAL WAY SW,1,Property Damage Only Collision,NA,2,0,0,0,0,0,0,2020/11/24 00:00:00+00,NA,NA,NA,NA,NA,N
106,Block,9TH AVE BETWEEN JEFFERSON ST AND JAMES ST,1,Property Damage Only Collision,NA,1,0,0,0,0,0,0,2020/11/10 00:00:00+00,NA,NA,NA,NA,NA,Y
107,Block,24TH AVE NW BETWEEN NW 65TH ST AND NW 67TH ST,1,Property Damage Only Collision,NA,2,0,0,0,0,0,0,2020/11/12 00:00:00+00,NA,NA,NA,NA,NA,N
109,Intersection,JEFFERSON ST AND TERRY AVE,0,Unknown,NA,0,0,0,0,0,0,0,2020/10/20 00:00:00+00,NA,NA,NA,NA,NA,Y
110,Intersection,EAST GREEN LAKE WAY N AND NE RAVENNA SR BV,2,Injury Collision,NA,2,0,0,0,1,0,0,2020/12/02 00:00:00+00,NA,NA,NA,NA,NA,N
111,Intersection,STANLEY AVE S AND S ALBRO PL,1,Property Damage Only Collision,Other,1,0,0,1,0,0,0,2020/10/26 00:00:00+00,N,Overcast,Dry,Daylight,NA,N
112,Block,RAINIER AVE S BETWEEN S MOUNT BAKER EB BV AND S HANFORD ST,1,Property Damage Only Collision,Sideswipe,7,0,0,2,0,0,0,2020/06/01 00:00:00+00,N,Clear,Dry,Daylight,NA,N
113,Block,FAUNTLEROY WAY SW BETWEEN SW MONROE ST AND SW ROSE ST,2,Injury Collision,Left Turn,3,0,0,2,1,0,0,2020/05/28 00:00:00+00,N,Clear,Dry,Daylight,NA,N
114,Intersection,15TH AVE NW AND NW MARKET ST,2,Injury Collision,Right Turn,5,0,0,2,1,0,0,2020/11/04 00:00:00+00,N,Raining,Wet,Daylight,NA,N
115,Block,3RD AVE BETWEEN YESLER WAY AND JAMES ST,1,Property Damage Only Collision,Head On,2,0,0,2,0,0,0,2020/11/01 00:00:00+00,N,Clear,Dry,Daylight,NA,N
116,Block,EDGAR MARTINEZ DR S BETWEEN 4TH AVE SB OFF RP AND 4TH AVE NB OFF RP,2b,Serious Injury Collision,Other,1,0,0,1,1,1,0,2020/10/30 00:00:00+00,N,Overcast,Wet,Dark - Street Lights On,NA,N
117,Intersection,39TH AVE S AND S OTHELLO ST,2,Injury Collision,NA,3,0,0,0,1,0,0,2020/11/22 00:00:00+00,NA,NA,NA,NA,NA,N
118,Intersection,14TH AVE S AND S PLUM ST,1,Property Damage Only Collision,NA,3,0,0,0,0,0,0,2020/11/09 00:00:00+00,NA,NA,NA,NA,NA,N
119,Block,S MICHIGAN ST BETWEEN EAST MARGINAL WAY S AND 4TH AVE S,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,2020/02/01 00:00:00+00,N,Overcast,Wet,Daylight,NA,N
120,Block,M L KING JR WAY S BETWEEN S NORMAN ST AND S ELMWOOD PL,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2020/11/04 00:00:00+00,N,Clear,Wet,Daylight,NA,N
121,Intersection,YALE AVE E AND E NEWTON ST,0,Unknown,NA,0,0,0,0,0,0,0,2020/12/07 00:00:00+00,NA,NA,NA,NA,NA,Y
122,Intersection,MADISON ST AND TERRY AVE,0,Unknown,NA,0,0,0,0,0,0,0,2020/08/27 00:00:00+00,NA,NA,NA,NA,NA,N
123,Block,HIGHLAND PARK WAY SW BETWEEN 2ND AV SW TURN RD AND 2ND AVE SW,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,2020/06/01 00:00:00+00,N,Clear,Dry,Daylight,NA,N
124,Block,S ALBRO PL BETWEEN 13TH AVE S AND STANLEY AVE S,1,Property Damage Only Collision,Sideswipe,3,0,0,2,0,0,0,2020/05/19 00:00:00+00,N,Clear,Dry,Daylight,NA,N
125,Block,BANNER WAY NE BETWEEN NE 85TH ST OFF RP AND CORLISS WAY N,2,Injury Collision,Other,1,0,0,1,1,0,0,2020/05/03 00:00:00+00,N,Raining,Wet,Daylight,Y,N
126,NA,NA,0,Unknown,NA,0,0,0,0,0,0,0,2020/06/11 00:00:00+00,NA,NA,NA,NA,NA,N
127,Block,WOODLAWN AVE N BETWEEN N 45TH W ST AND N 46TH ST,1,Property Damage Only Collision,Other,3,0,0,2,0,0,0,2020/06/05 00:00:00+00,N,Clear,Dry,Daylight,NA,N
128,Block,S MICHIGAN ST BETWEEN 7TH AVE S AND CORSON AVE S,2,Injury Collision,Rear Ended,2,0,0,2,1,0,0,2020/10/11 00:00:00+00,N,Raining,Wet,Daylight,NA,N
129,Intersection,5TH AVE AND VIRGINIA ST,1,Property Damage Only Collision,NA,2,0,0,0,0,0,0,2020/11/08 00:00:00+00,NA,NA,NA,NA,NA,N
130,Block,4TH AVE S BETWEEN I90 WB 4TH AV OFF RP AND S ROYAL BROUGHAM WAY,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,2020/06/06 00:00:00+00,N,Clear,Unknown,Daylight,NA,N
131,Block,19TH AVE NE BETWEEN NE 77TH ST AND NE 80TH ST,0,Unknown,NA,0,0,0,0,0,0,0,2020/11/09 00:00:00+00,NA,NA,NA,NA,NA,Y
132,Intersection,AIRPORT WAY S AND S LUCILE ST,0,Unknown,NA,0,0,0,0,0,0,0,2020/11/28 00:00:00+00,NA,NA,NA,NA,NA,N
133,Intersection,11TH AVE NW AND NW LEARY WAY,2,Injury Collision,NA,2,0,0,0,1,0,0,2020/11/16 00:00:00+00,NA,NA,NA,NA,NA,N
134,Intersection,3RD AVE NW AND NW 49TH ST,1,Property Damage Only Collision,NA,2,0,0,0,0,0,0,2020/11/17 00:00:00+00,NA,NA,NA,NA,NA,N
135,Intersection,24TH AVE E AND BOYER AVE E,2b,Serious Injury Collision,Cycles,3,0,1,1,1,1,0,2020/05/04 00:00:00+00,N,Clear,Dry,Daylight,NA,N
136,Block,NE 75TH ST BETWEEN 24TH AVE NE AND 25TH AVE NE,2,Injury Collision,Angles,2,0,0,2,1,0,0,2020/01/20 00:00:00+00,N,Overcast,Dry,Daylight,NA,N
137,Block,9TH AVE NE BETWEEN NE 75TH ST AND DEAD END 1,1,Property Damage Only Collision,Parked Car,3,0,0,3,0,0,0,2020/10/19 00:00:00+00,N,Other,Unknown,Daylight,NA,Y
138,Intersection,RAINIER AVE S AND S ESTELLE ST,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,2020/06/17 00:00:00+00,N,Clear,Dry,Dark - Street Lights On,NA,N
139,Block,S WELLER ST BETWEEN 16TH AVE S AND 18TH AVE S,0,Unknown,NA,2,0,0,0,0,0,0,2020/10/20 00:00:00+00,NA,NA,NA,NA,NA,Y
140,Block,24TH AVE NE BETWEEN LAKE CITY WAY NE AND NE NORTHGATE WAY,1,Property Damage Only Collision,NA,2,0,0,0,0,0,0,2020/12/05 00:00:00+00,NA,NA,NA,NA,NA,N
141,Intersection,BROADWAY AND MADISON ST,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,2020/02/09 00:00:00+00,N,Clear,Dry,Dark - Street Lights On,NA,N
142,Block,PINE ST BETWEEN BOREN AVE AND MINOR AVE,2,Injury Collision,NA,2,0,0,0,1,0,0,2020/10/24 00:00:00+00,NA,NA,NA,NA,NA,N
143,Intersection,AURORA AVE N AND N 145TH ST,1,Property Damage Only Collision,NA,2,0,0,0,0,0,0,2020/11/17 00:00:00+00,NA,NA,NA,NA,NA,N
144,Intersection,30TH AVE NE AND NE 125TH ST,1,Property Damage Only Collision,Head On,3,0,0,2,0,0,0,2020/08/22 00:00:00+00,N,Clear,Dry,Dark - Unknown Lighting,NA,N
145,Intersection,25TH AVE SW AND SW BARTON ST,2,Injury Collision,Angles,3,0,0,2,2,0,0,2020/06/12 00:00:00+00,N,Raining,Wet,Daylight,NA,N
